AgeBand,Gender,City,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,Transaction Amount,Account Balance After Transaction,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Card Type,Credit Limit,Credit Card Balance
18-24,Male,San Diego,Current,7090.31,01/10/2007,7/23/2023,3862.44,10952.75,35681.9,Mortgage,6.92,36,Closed,AMEX,6116.95,3519.63
25-34,Other,San Antonio,Current,1008.89,7/31/2004,03/02/2023,4386.6,5395.49,49179.65,Mortgage,2.05,60,Approved,Visa,5860.97,3460.29
35-44,Other,Philadelphia,Current,4823.86,5/26/2014,06/09/2023,1499.38,3324.48,8628.34,Personal,9.51,36,Rejected,Visa,1666.88,3290.65
18-24,Female,Austin,Current,8104.69,10/08/2017,5/27/2023,1889.48,9994.17,35213.26,Auto,5.79,24,Rejected,Visa,7289.27,1249.72
45-54,Other,Seattle,Current,6865.1,8/18/2004,5/23/2023,4078.21,2786.89,28145.85,Auto,5.35,60,Approved,AMEX,3636,4167.6
35-44,Other,Memphis,Savings,6353.33,5/16/2011,11/26/2023,3797.91,2555.42,24428.15,Auto,4.27,48,Closed,Visa,4716.93,324.39
65+,Female,Boston,Savings,2469.66,10/19/2001,11/09/2023,3546.88,6016.54,36370.18,Mortgage,3.21,48,Approved,Visa,4306.65,2109.26
55-64,Male,Nashville,Savings,3996.96,11/30/2008,06/03/2023,3542.21,454.75,12694.11,Mortgage,5.35,48,Closed,Visa,5457.88,3818.08
25-34,Male,Chicago,Savings,1889.16,4/22/2017,11/22/2023,1492.92,396.24,16253.3,Mortgage,5.38,24,Approved,MasterCard,1295.27,1191.3
65+,Female,Seattle,Savings,5138.36,02/06/2011,4/21/2023,4683.28,455.08,19845.95,Mortgage,1.51,24,Approved,AMEX,2740.3,1202.23
18-24,Male,Las Vegas,Current,5883.27,5/13/2014,3/31/2023,4047.88,1835.39,9937.41,Personal,8.63,60,Closed,Visa,2383.75,6.72
55-64,Male,Kansas City,Savings,6348.69,05/04/2017,2/18/2023,1067.54,7416.23,24452.45,Mortgage,8.39,48,Rejected,AMEX,8226.2,2471.42
55-64,Other,Jacksonville,Current,8771.96,2/27/2007,05/11/2023,3314.14,5457.82,7461.46,Mortgage,5.03,12,Approved,AMEX,5999.04,4593.06
25-34,Other,Portland,Current,712.12,02/10/2002,7/30/2023,782.92,-70.8,16589.01,Mortgage,4.03,36,Approved,Visa,7845.84,2563.38
55-64,Other,Fort Worth,Savings,3944.29,1/18/2007,8/16/2023,2892.4,6836.69,6544.95,Mortgage,5.49,48,Rejected,Visa,7357.09,4667.73
55-64,Male,San Antonio,Savings,5950.61,01/05/2006,09/10/2023,1452.6,7403.21,2758.27,Personal,2.99,48,Closed,Visa,3408.33,1077.16
55-64,Other,San Francisco,Savings,5744.22,9/20/2021,04/04/2023,535.18,6279.4,18405.29,Mortgage,1.01,48,Approved,MasterCard,5594.42,1974.26
45-54,Male,New York,Current,314.87,5/28/2017,6/14/2023,3019.85,3334.72,31259.97,Auto,4.19,48,Rejected,AMEX,2305.33,4957.96
18-24,Other,Detroit,Current,1974.16,11/28/2012,4/19/2023,4422.64,-2448.48,8442.62,Mortgage,1.16,60,Rejected,AMEX,8028.98,3997.65
18-24,Male,Charlotte,Current,8472.87,6/20/2005,03/01/2023,712.15,7760.72,49679.4,Personal,1.37,36,Rejected,Visa,2843.41,2878.15
65+,Female,Tucson,Savings,5202.38,9/13/2005,04/08/2023,4496.33,706.05,14443.07,Mortgage,1.27,48,Closed,MasterCard,9863.2,435.39
55-64,Female,Atlanta,Current,4194.23,06/03/2017,07/06/2023,647.79,3546.44,2112.04,Auto,8.92,60,Approved,MasterCard,9756.48,652.37
25-34,Other,Milwaukee,Current,9011.74,03/09/2003,8/24/2023,3711.97,5299.77,2373.68,Mortgage,2.29,48,Approved,Visa,2491.69,2201.27
25-34,Male,Sacramento,Savings,842.03,01/02/2019,3/22/2023,4948.1,5790.13,33661.86,Personal,3.29,12,Rejected,MasterCard,1065.16,4074.65
18-24,Female,New York,Current,9230.87,7/18/2017,02/11/2023,477.46,9708.33,33823.65,Mortgage,5.41,60,Rejected,MasterCard,2053.43,3706.92
65+,Female,San Diego,Current,375.05,5/14/2013,5/31/2023,1071.23,-696.18,45232.44,Personal,5.76,12,Rejected,Visa,4678.2,4272.69
25-34,Other,Fort Worth,Savings,5670.44,11/04/2013,3/14/2023,2323.14,3347.3,5451.22,Mortgage,2.1,48,Closed,MasterCard,8017.68,2026.13
35-44,Other,Denver,Current,5595.4,02/10/2010,1/27/2023,3690.61,9286.01,19442.06,Mortgage,9.19,36,Approved,AMEX,8613.8,2887.36
25-34,Male,Boston,Savings,6426.78,7/17/2015,3/22/2023,4490.56,10917.34,44574.38,Mortgage,3.08,60,Rejected,AMEX,5342.41,1539.98
65+,Female,Albuquerque,Savings,393.3,02/11/2002,8/21/2023,3648.26,-3254.96,40086.19,Personal,9.48,12,Approved,AMEX,8849.28,2690.66
18-24,Male,Fort Worth,Current,5352.14,12/24/2001,6/23/2023,3858.39,1493.75,12439.04,Auto,3.31,12,Closed,MasterCard,8959.05,3081.55
18-24,Male,San Jose,Current,1224.78,05/03/2003,9/30/2023,2266.16,-1041.38,44608.4,Mortgage,1.02,36,Closed,Visa,6431.67,2580.09
18-24,Other,Louisville,Savings,1644.19,12/06/2001,4/23/2023,1785.52,-141.33,34360.01,Personal,9.75,60,Rejected,Visa,4085.3,990.39
65+,Male,New York,Current,2232.01,06/03/2012,09/07/2023,2543.74,-311.73,13951.53,Mortgage,5.35,24,Approved,AMEX,7703.71,1696.92
55-64,Male,Philadelphia,Current,6170.45,09/02/2001,09/08/2023,3251.13,9421.58,3196.39,Mortgage,8.91,12,Rejected,MasterCard,7033.31,3146.58
55-64,Female,San Diego,Savings,3961.88,11/02/2013,1/15/2023,2516.69,6478.57,25374.72,Personal,7.61,60,Approved,MasterCard,5210.89,2869.49
45-54,Male,Houston,Savings,944.84,11/01/2021,6/18/2023,3953.74,4898.58,35940.8,Mortgage,2.61,24,Approved,AMEX,7930.4,2242.15
55-64,Female,Phoenix,Savings,2961.23,1/29/2011,3/14/2023,793.8,3755.03,14163.56,Personal,8.61,60,Rejected,Visa,8365.58,311.61
45-54,Female,Boston,Savings,858.55,01/01/2022,9/27/2023,1986.98,-1128.43,9268.06,Personal,1.46,48,Closed,MasterCard,6848.53,2268.65
45-54,Male,Washington,Savings,6674.86,8/14/2020,9/21/2023,341.88,6332.98,4688.78,Mortgage,5.57,12,Approved,AMEX,1140.56,2832.49
45-54,Male,Louisville,Savings,5618.91,01/10/2020,11/28/2023,3360.47,8979.38,42259.21,Mortgage,3.29,24,Approved,Visa,5191.4,1093.95
35-44,Female,Colorado Springs,Current,4136.09,11/23/2022,03/08/2023,3787.59,348.5,3681.84,Personal,4.25,36,Rejected,MasterCard,4929.71,72.03
55-64,Male,El Paso,Current,9284,7/29/2021,9/16/2023,3340.25,12624.25,30860.78,Personal,7.81,36,Approved,AMEX,9044.73,2560.69
45-54,Female,Houston,Savings,5235.38,07/02/2019,05/12/2023,4776.22,10011.6,38398.92,Auto,7.15,48,Rejected,MasterCard,5592.8,1896.1
35-44,Male,Houston,Savings,8886.6,7/27/2006,05/04/2023,4661.39,13547.99,39243.61,Personal,4.96,48,Rejected,MasterCard,4373.66,3449.29
25-34,Female,Nashville,Savings,5832.94,7/26/2013,08/12/2023,1359.38,7192.32,33031.3,Mortgage,1.41,24,Closed,Visa,3815.5,628.99
25-34,Female,Atlanta,Savings,3830.25,10/06/2003,6/23/2023,1223.43,2606.82,32987,Personal,1.36,12,Rejected,Visa,6368.84,2708.91
35-44,Other,Los Angeles,Savings,5436.07,5/15/2004,9/27/2023,136.36,5299.71,24230.5,Mortgage,7.32,12,Closed,MasterCard,1641.05,4497.93
18-24,Male,San Antonio,Current,1603.44,3/16/2017,5/21/2023,2517.82,4121.26,21418.64,Auto,9.54,36,Approved,Visa,8880.13,4627.22
25-34,Female,Indianapolis,Savings,6780.06,1/15/2002,5/16/2023,4306.99,2473.07,7730.38,Personal,8.63,48,Rejected,AMEX,6583,4397.77
55-64,Female,San Francisco,Current,9823.12,01/06/2015,8/18/2023,795.96,9027.16,27232.33,Mortgage,2.1,36,Rejected,Visa,3179.58,4009.46
55-64,Male,Oklahoma City,Savings,2549.64,8/21/2009,04/12/2023,2970.97,5520.61,4480.46,Mortgage,2.09,24,Approved,AMEX,3569.45,4690.1
25-34,Male,El Paso,Current,3299.66,5/15/2009,10/29/2023,3604.63,6904.29,23941.66,Mortgage,6.49,36,Approved,AMEX,9131.08,4844.26
55-64,Male,Fresno,Current,4120.31,8/21/2008,10/14/2023,1844.76,5965.07,36814.14,Mortgage,6.92,36,Approved,MasterCard,1296.43,1422.13
35-44,Other,Austin,Savings,4886.48,6/16/2007,04/01/2023,3517.69,8404.17,22700.29,Auto,6.55,48,Approved,Visa,3724.32,2438.67
18-24,Male,Fresno,Savings,7219.12,09/08/2011,7/28/2023,4188.21,11407.33,25905.87,Mortgage,8.97,48,Rejected,Visa,3644.05,3548.03
25-34,Other,Tucson,Savings,1453.06,6/30/2016,02/04/2023,62.44,1515.5,42268.09,Personal,3.08,12,Closed,AMEX,7711.86,2540.3
65+,Male,Detroit,Current,3094.41,08/05/2016,03/03/2023,3678.79,-584.38,32682.53,Auto,2.55,12,Closed,Visa,2830.74,4537.62
25-34,Other,Los Angeles,Savings,5432.84,08/11/2011,06/01/2023,3003.2,2429.64,7252.23,Mortgage,9.23,12,Closed,AMEX,1591.87,4872.95
18-24,Male,El Paso,Savings,5936.82,8/23/2009,03/06/2023,4225.73,10162.55,27603.92,Auto,7.5,36,Approved,MasterCard,4502.53,2480.79
25-34,Other,Washington,Current,5412.64,3/17/2003,08/09/2023,701.64,6114.28,18864.19,Personal,7.41,36,Approved,Visa,7469.02,1653.72
18-24,Female,Fresno,Current,4411.34,03/01/2017,12/12/2023,4037.43,8448.77,11134.8,Auto,4.02,60,Approved,MasterCard,1535.24,2035.34
55-64,Other,Charlotte,Savings,7143.6,07/04/2016,10/27/2023,714.49,6429.11,32750.47,Auto,6.65,24,Closed,MasterCard,2545.13,3392.94
18-24,Other,Jacksonville,Savings,2124.3,6/15/2007,12/21/2023,2928.56,-804.26,19938.66,Mortgage,7.54,60,Approved,AMEX,6690.54,3631.24
65+,Female,Charlotte,Savings,2899,11/24/2020,2/20/2023,1361.71,4260.71,38598.04,Mortgage,6.4,24,Rejected,Visa,7360.25,1890.32
65+,Male,Memphis,Savings,4500.39,10/30/2019,4/18/2023,1207.64,5708.03,29738.54,Mortgage,7.63,48,Closed,Visa,1019.51,4231.89
18-24,Female,El Paso,Savings,6985.48,2/18/2004,12/10/2023,2498.71,9484.19,6108.57,Mortgage,6.31,36,Rejected,Visa,9428.28,630.06
55-64,Female,San Francisco,Savings,915.27,9/22/2021,6/23/2023,3789.08,-2873.81,18167.11,Personal,9.84,60,Approved,AMEX,4414.26,118.98
55-64,Female,Dallas,Savings,1245.14,3/13/2006,10/16/2023,3229.66,4474.8,14222.3,Personal,5.43,36,Approved,MasterCard,4254.57,4898.79
45-54,Other,Mesa,Current,7845.84,11/08/2018,07/11/2023,4942.93,2902.91,8348.66,Auto,1.11,60,Approved,AMEX,8545.91,4601.53
35-44,Female,Dallas,Current,2683.45,04/03/2006,12/23/2023,604.11,3287.56,40210.76,Personal,2.47,12,Closed,MasterCard,1986.04,1528.81
45-54,Male,Indianapolis,Current,9638.52,02/07/2008,6/16/2023,3611.58,13250.1,19547.91,Mortgage,9.68,24,Rejected,AMEX,3090.75,4779.99
18-24,Other,Mesa,Current,9617.91,12/10/2008,09/01/2023,286.8,9904.71,31049.68,Personal,5.23,12,Rejected,Visa,8685.57,1564.5
65+,Other,Tucson,Savings,6890.86,8/19/2009,09/12/2023,1793.69,8684.55,44218.59,Auto,2.08,36,Closed,AMEX,6071.29,2360.24
65+,Female,Milwaukee,Savings,7197.04,01/06/2017,2/27/2023,1724.07,8921.11,27607.32,Personal,2.4,48,Closed,AMEX,6537.27,2641.87
35-44,Other,Philadelphia,Current,6544.9,07/08/2005,1/26/2023,1288.5,5256.4,13645.95,Auto,1.26,48,Rejected,MasterCard,3749.77,3193.38
45-54,Male,Jacksonville,Current,1855.58,12/24/2020,4/27/2023,2666.69,4522.27,39743.56,Auto,3.04,12,Closed,AMEX,5808.4,2628.33
18-24,Other,Indianapolis,Savings,5054.51,11/07/2022,8/30/2023,1225.73,3828.78,22351.99,Mortgage,9.88,60,Closed,AMEX,8558.51,4557.16
55-64,Female,Houston,Savings,7950.86,12/17/2022,8/18/2023,1844.18,9795.04,28627.99,Auto,3.96,12,Closed,Visa,9840.91,2799.46
45-54,Female,Washington,Current,7769.31,9/16/2020,11/27/2023,4298.88,3470.43,45202.08,Auto,3.25,48,Approved,Visa,4495.06,150.68
45-54,Female,San Jose,Current,8997.83,5/23/2017,09/10/2023,1625.35,7372.48,24974.48,Mortgage,7.01,12,Approved,MasterCard,2443.42,883.08
55-64,Other,Indianapolis,Current,9017.9,12/08/2003,04/03/2023,4929.94,4087.96,17400.02,Auto,7.07,24,Approved,MasterCard,4252.73,4790.83
55-64,Female,Memphis,Current,2688.71,05/02/2008,08/09/2023,1387.46,4076.17,36642.29,Personal,9.71,12,Rejected,AMEX,4119.84,222.73
55-64,Other,Philadelphia,Savings,7245.03,12/22/2003,7/14/2023,4515.99,2729.04,7541.52,Personal,7.57,60,Closed,Visa,4191.57,3780.47
65+,Female,Detroit,Savings,6548.27,5/28/2019,7/20/2023,2162.07,8710.34,45772.49,Personal,1.99,36,Approved,AMEX,3289.8,4883.1
65+,Female,Austin,Savings,8869.72,11/22/2012,8/15/2023,4538.57,13408.29,45861.77,Auto,9.87,12,Rejected,Visa,5914.63,150.19
55-64,Female,Las Vegas,Current,1916.4,07/12/2003,2/26/2023,2139.7,-223.3,29390.96,Auto,7.75,24,Approved,MasterCard,9722.02,4299.76
35-44,Male,Memphis,Savings,7423.95,11/21/2008,03/11/2023,3854.1,11278.05,8560.5,Mortgage,3.33,60,Rejected,MasterCard,1477.29,3521.24
55-64,Male,Chicago,Current,4290.99,10/07/2003,09/05/2023,2005.99,2285,23152.46,Auto,3.35,24,Closed,Visa,6151.84,163.72
55-64,Female,Jacksonville,Savings,4005.41,9/19/2011,3/14/2023,3108.31,897.1,21741.95,Auto,9.64,60,Closed,AMEX,9602.21,2994.58
35-44,Female,New York,Current,454.33,07/05/2020,09/12/2023,266.93,187.4,15617.37,Personal,2.73,48,Closed,MasterCard,4790.39,4580.7
35-44,Other,Detroit,Current,9618.46,11/17/2010,9/21/2023,2999.01,6619.45,9579.91,Personal,3.05,48,Approved,MasterCard,5908.54,2226.11
35-44,Other,Fort Worth,Savings,6790.11,7/30/2012,04/01/2023,1586.59,5203.52,13921.08,Auto,4.23,36,Rejected,Visa,1978.63,3717.37
25-34,Male,Columbus,Savings,5947.95,9/26/2002,05/06/2023,4981.47,966.48,28220.9,Mortgage,7.12,36,Closed,AMEX,6343.94,1628.37
35-44,Other,Boston,Savings,2586.54,05/09/2017,10/17/2023,4055,6641.54,34599.63,Personal,4.87,60,Rejected,Visa,4480.34,1969.03
25-34,Other,San Diego,Current,6618.61,08/04/2005,8/28/2023,407.07,6211.54,49000.21,Auto,3.8,24,Rejected,MasterCard,7544.17,3442.85
55-64,Other,Houston,Current,9461.47,11/10/2002,11/21/2023,999.36,10460.83,11572.16,Mortgage,3.41,24,Rejected,AMEX,5500.07,152.97
18-24,Other,Louisville,Current,1716.55,5/25/2013,01/10/2023,3084.21,-1367.66,10996.8,Mortgage,2.13,12,Closed,AMEX,1965.39,3664.26
35-44,Male,San Antonio,Savings,9839.71,7/29/2015,7/31/2023,1509.14,11348.85,6734.63,Auto,5.92,48,Closed,Visa,2424.27,1314.98
18-24,Male,Jacksonville,Current,4331.55,1/17/2012,1/22/2023,1072.39,5403.94,47010.68,Personal,3.46,12,Closed,Visa,8948.31,4242.13
45-54,Other,Mesa,Savings,9784.47,5/27/2014,06/06/2023,1784.91,7999.56,19710.61,Mortgage,3.98,36,Closed,MasterCard,6386.62,2795.93
45-54,Other,Los Angeles,Current,6375.29,11/06/2005,06/08/2023,539.97,5835.32,46275.06,Mortgage,1.07,48,Closed,Visa,1631.32,1441.81
35-44,Male,Detroit,Savings,3308.66,01/06/2008,9/19/2023,2776.82,531.84,44582.34,Mortgage,5.78,24,Closed,AMEX,3749.79,3411.63
25-34,Female,Columbus,Current,3807,01/08/2005,4/20/2023,1422.21,2384.79,3154.81,Personal,7.27,48,Closed,Visa,7813.06,4572.58
25-34,Other,Indianapolis,Savings,2976.49,3/25/2021,9/20/2023,4336.38,-1359.89,14708.79,Auto,9.35,36,Closed,Visa,6216.76,2587.07
55-64,Female,San Francisco,Savings,3414.29,1/18/2012,12/19/2023,173.44,3240.85,15823.62,Mortgage,2.77,48,Approved,Visa,8907.41,4310.45
65+,Other,Washington,Current,6500.71,6/16/2010,1/13/2023,1761.2,8261.91,14590.01,Personal,9.27,36,Rejected,Visa,3582.82,4679.51
45-54,Male,Houston,Current,264.39,3/20/2020,03/04/2023,2752.51,-2488.12,21841.45,Personal,4.25,24,Rejected,MasterCard,8855.27,1877.22
35-44,Other,Denver,Current,9679.55,12/28/2011,1/24/2023,1183.47,10863.02,25466.08,Mortgage,8.22,60,Approved,Visa,4820.34,4146.77
18-24,Female,Los Angeles,Current,7708.43,08/12/2020,12/16/2023,296.19,8004.62,38151.77,Personal,9.07,48,Closed,AMEX,9735.5,3888.57
65+,Male,Colorado Springs,Savings,9415.99,8/18/2020,12/19/2023,371.55,9787.54,14117.44,Mortgage,9.65,60,Closed,Visa,8627.76,2781.97
18-24,Other,Dallas,Current,7203.68,10/29/2010,12/06/2023,805.02,8008.7,15638.59,Personal,3.93,36,Approved,AMEX,9295.42,275.4
25-34,Other,Denver,Savings,4862.23,5/16/2005,1/19/2023,1366.74,6228.97,30331.68,Auto,3.34,48,Rejected,Visa,8522.48,4016.33
45-54,Male,Indianapolis,Current,1978.3,06/10/2009,12/05/2023,3531.62,-1553.32,9784.18,Personal,4.96,24,Approved,Visa,7697.08,263.41
55-64,Other,Boston,Current,5211.58,10/07/2009,8/18/2023,2378.48,2833.1,24186.45,Auto,5.99,48,Closed,MasterCard,8187.21,4836.32
18-24,Male,Seattle,Savings,7145.79,5/27/2021,3/29/2023,174.29,7320.08,13298.27,Auto,7.22,24,Rejected,AMEX,6022.94,2283.32
45-54,Other,El Paso,Current,8556.41,12/04/2007,03/10/2023,783.62,7772.79,10701.51,Mortgage,7.23,36,Approved,Visa,4523.55,133.9
25-34,Male,Nashville,Current,3308.9,3/29/2008,5/30/2023,1845.95,5154.85,39987,Personal,2.05,60,Rejected,Visa,4658.19,1152.7
18-24,Other,Austin,Current,5153.76,7/30/2010,11/12/2023,2104.67,7258.43,35649.02,Auto,6.51,12,Closed,AMEX,4856.89,1147.68
25-34,Male,Colorado Springs,Current,6237.81,1/21/2020,10/05/2023,325.1,5912.71,13240.82,Mortgage,2.51,12,Closed,AMEX,5544.25,4317.88
55-64,Male,Houston,Current,5927.07,1/14/2002,04/02/2023,614.09,6541.16,21343.5,Personal,7.4,48,Closed,Visa,7099.14,369.91
45-54,Other,Boston,Current,618.49,3/28/2020,5/25/2023,1318.34,1936.83,8556.98,Auto,9.79,60,Approved,MasterCard,4295.28,862.48
25-34,Male,Albuquerque,Savings,4885.6,07/10/2001,12/17/2023,4184.91,9070.51,3605.25,Personal,7.94,24,Closed,MasterCard,7135.13,1835.21
55-64,Other,Baltimore,Savings,8109.41,5/28/2010,6/24/2023,1053.9,7055.51,29675.79,Personal,7.25,12,Rejected,AMEX,4027.31,886.43
35-44,Other,Detroit,Current,8042.81,12/08/2012,5/25/2023,1141.71,6901.1,18814.63,Mortgage,1.7,60,Rejected,Visa,6149.58,959.76
55-64,Other,Mesa,Savings,5120.71,1/25/2005,07/10/2023,2477.68,2643.03,11155.31,Mortgage,2.66,60,Approved,MasterCard,6931.05,1065.17
45-54,Male,Fresno,Current,9528.33,6/14/2006,5/15/2023,4458.43,5069.9,6615.7,Mortgage,4.2,36,Approved,MasterCard,4527.4,712.4
55-64,Other,Dallas,Current,8279.68,7/31/2010,1/29/2023,2645.66,10925.34,34321.36,Personal,9.4,12,Approved,Visa,5895.43,3092.83
18-24,Male,Fort Worth,Current,7399.54,6/29/2011,8/25/2023,406,7805.54,14301.54,Auto,3.98,36,Rejected,MasterCard,1146.95,354.14
25-34,Female,Los Angeles,Savings,5204.45,03/07/2017,7/19/2023,940.33,4264.12,45462.06,Personal,8.32,60,Approved,MasterCard,5284.04,1783.15
35-44,Female,Kansas City,Savings,5947.7,2/26/2005,9/17/2023,4280.45,1667.25,10447.48,Personal,1.93,12,Approved,Visa,8391.75,3359.04
35-44,Female,Phoenix,Current,2310.03,10/07/2011,12/26/2023,4385.02,6695.05,12944.98,Mortgage,6.96,24,Rejected,Visa,3690.47,1551.73
35-44,Other,Phoenix,Current,5370.83,5/29/2020,4/28/2023,3979.31,9350.14,42735,Personal,8.01,48,Approved,MasterCard,3391.81,1718.89
65+,Male,Washington,Current,5307.62,07/10/2010,9/29/2023,2713.76,2593.86,29049.11,Auto,5.89,60,Closed,MasterCard,7951.71,3839.89
18-24,Other,Phoenix,Savings,2107.35,8/16/2017,3/21/2023,2201.36,4308.71,6310.55,Mortgage,7.9,24,Rejected,AMEX,3886.51,3927.88
55-64,Male,Houston,Savings,9516.37,6/23/2022,12/08/2023,1348.43,10864.8,27923.55,Personal,7.51,48,Approved,MasterCard,4501.39,3702.21
35-44,Female,Dallas,Current,2523.05,11/02/2001,3/16/2023,2743.49,5266.54,16098.27,Auto,5.29,12,Rejected,MasterCard,8391.67,1664.67
65+,Female,Memphis,Current,1131.8,09/05/2016,07/06/2023,3417.28,4549.08,37110.14,Personal,8.79,24,Closed,Visa,1578.56,2652.99
45-54,Female,Washington,Current,4723.39,12/30/2022,02/10/2023,3000.28,1723.11,4811.72,Mortgage,4.07,24,Rejected,Visa,9413.41,4367.88
55-64,Other,Portland,Current,6892.13,06/09/2000,09/03/2023,1135.53,8027.66,45976.39,Personal,4.83,48,Closed,MasterCard,2777.43,2134.57
35-44,Other,Jacksonville,Savings,2032,02/01/2012,11/12/2023,4516.49,6548.49,24431.92,Auto,5.86,24,Approved,MasterCard,2944.81,1364.43
25-34,Male,Indianapolis,Savings,1910.63,6/23/2012,2/27/2023,1958.26,-47.63,36979.97,Personal,2.18,12,Closed,MasterCard,7963.63,143.91
35-44,Male,Jacksonville,Savings,2688.56,05/01/2004,8/18/2023,4425.61,-1737.05,35528.42,Auto,5.64,12,Closed,MasterCard,2092.74,2853.57
55-64,Female,Philadelphia,Savings,3096.9,02/04/2008,4/22/2023,1993.27,5090.17,9734.29,Personal,3.92,60,Closed,AMEX,2267.21,1075.17
55-64,Other,Phoenix,Current,2537.38,12/17/2016,7/23/2023,201.89,2335.49,44124.57,Auto,3.31,48,Closed,AMEX,1822.52,3646.84
45-54,Other,Philadelphia,Savings,4759.92,7/27/2022,02/09/2023,3692.39,1067.53,12402.36,Personal,6.19,36,Rejected,AMEX,6444.82,420.93
18-24,Male,Boston,Current,280.8,02/03/2020,2/27/2023,4601.49,-4320.69,10337.8,Personal,3.97,12,Rejected,AMEX,8575.27,2069.39
35-44,Male,Houston,Savings,966.42,11/18/2012,07/08/2023,1281.25,-314.83,26511.45,Personal,8.7,36,Closed,AMEX,2620.12,1671.32
25-34,Other,Omaha,Savings,7320.71,10/10/2004,6/22/2023,2716.99,10037.7,49242.79,Auto,4.69,24,Approved,AMEX,4555.35,1398.14
45-54,Other,Albuquerque,Savings,4182.17,03/06/2017,3/18/2023,4040.02,142.15,16356.33,Personal,4.72,48,Rejected,AMEX,7120.76,4943.54
55-64,Male,Sacramento,Current,3667.14,3/23/2022,2/17/2023,1612.22,5279.36,48258.11,Personal,9.84,48,Closed,Visa,3746.49,494.87
55-64,Other,Jacksonville,Savings,203.4,07/03/2013,3/31/2023,1438.01,-1234.61,22319.47,Mortgage,4.07,12,Closed,MasterCard,2748.97,12.26
18-24,Other,Fresno,Savings,3052.36,2/23/2003,01/11/2023,2061.22,991.14,41899.11,Personal,2.18,12,Rejected,Visa,9156.13,74.44
55-64,Female,Mesa,Savings,8229.75,01/03/2007,2/25/2023,2757.37,5472.38,26969.23,Personal,8.89,48,Approved,AMEX,7323.68,515.79
55-64,Other,Philadelphia,Savings,3469.64,12/03/2002,10/06/2023,2767.14,702.5,11057.8,Auto,9.25,36,Closed,MasterCard,9327.45,4242.51
55-64,Other,Indianapolis,Savings,9640.57,01/03/2005,02/02/2023,2436.91,7203.66,44119.67,Mortgage,3.04,48,Approved,AMEX,8030.04,815.9
25-34,Other,Denver,Savings,3960.59,9/23/2011,6/29/2023,4103.49,8064.08,4526.35,Mortgage,8.94,60,Closed,MasterCard,4131.07,2865.35
65+,Male,Fresno,Current,4694.88,07/11/2002,4/26/2023,773.07,5467.95,34454.97,Mortgage,5.45,48,Closed,MasterCard,1229.11,3181.79
25-34,Female,Boston,Current,8038.9,6/21/2018,1/28/2023,434.96,7603.94,41707.16,Mortgage,1.39,36,Approved,Visa,5203.61,3834.83
65+,Male,Milwaukee,Current,9831.94,3/30/2004,4/25/2023,851.12,10683.06,41769.25,Auto,5.94,24,Rejected,MasterCard,4304.92,652.89
35-44,Female,San Francisco,Current,3778.81,03/01/2008,08/08/2023,3522.98,7301.79,33109.66,Personal,8.64,36,Approved,Visa,5545.62,643.94
65+,Female,Baltimore,Savings,1287.37,08/06/2005,8/14/2023,734.77,2022.14,13298.87,Personal,4.57,48,Approved,AMEX,1110.68,1553
35-44,Other,Colorado Springs,Current,5278.27,12/01/2015,8/31/2023,1620.9,6899.17,27051.67,Auto,5.96,48,Closed,Visa,5800.93,515.48
45-54,Female,Milwaukee,Current,5958.43,06/07/2019,6/28/2023,4399.61,1558.82,31847.28,Auto,2.27,24,Rejected,AMEX,4717.24,1386.34
18-24,Female,Denver,Current,9598.62,5/16/2004,11/04/2023,709.74,10308.36,44595.02,Auto,8.58,60,Approved,MasterCard,7122.84,2971.75
18-24,Other,Sacramento,Savings,4197.83,8/19/2015,7/19/2023,2645.59,1552.24,8823.73,Personal,1.96,12,Rejected,MasterCard,3422.24,2143.73
18-24,Other,Memphis,Savings,999.02,05/10/2006,9/22/2023,2535.14,-1536.12,23781.05,Personal,1.85,36,Rejected,MasterCard,8370.27,1484.94
25-34,Female,New York,Savings,6544.25,4/20/2013,10/01/2023,179.89,6724.14,17323.66,Auto,9.4,36,Rejected,Visa,9368.51,1679.87
55-64,Male,Houston,Current,309.01,08/10/2003,7/13/2023,585.92,-276.91,21957.91,Mortgage,8.86,48,Approved,AMEX,2490.21,1168.66
45-54,Female,Louisville,Current,4311.64,9/25/2009,3/23/2023,4752.46,9064.1,9969.42,Auto,6.17,36,Closed,AMEX,6818.45,2239.23
45-54,Male,Seattle,Savings,4155.5,10/07/2011,6/17/2023,4805.52,-650.02,11654.11,Auto,1.96,24,Rejected,MasterCard,6702.2,2295.39
25-34,Male,Detroit,Savings,2622.71,04/06/2004,03/07/2023,4374.55,6997.26,38722.6,Mortgage,5.91,60,Closed,AMEX,4061.59,4480.21
18-24,Female,Omaha,Current,9646.66,04/05/2017,1/22/2023,2164.98,7481.68,24440.44,Mortgage,9.28,48,Closed,MasterCard,2023.54,3340.04
25-34,Male,Denver,Current,4093.74,12/05/2002,12/02/2023,2968.78,1124.96,26193.21,Mortgage,6.51,12,Approved,Visa,7018.55,3152.89
35-44,Female,Philadelphia,Savings,8957.6,05/12/2001,04/11/2023,4122.52,4835.08,44976.43,Mortgage,2.78,24,Approved,MasterCard,5099.63,1309.27
